"Accession","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100"
"Q9UBC9",9961.47200520833,187.426350911458,6407.08365885417,3631.27311197917,38.14244520993,NA,NA,62.4739166430649,NA,NA,4113.240234375,3566.26098632813,3276.77758789063,512.969107359905,484.309796636277,NA,NA,486.186482067453,NA,NA,NA,33.2431596003555,NA,74.5703405164738,443.097406970438,1507.3349609375,893.056701660156,1073.74768066406,NA,447.961868313004,NA,NA,NA,NA,NA,71.5658388634548,NA,NA,228.95294892462,NA,NA,NA,292.602286754352,NA,481.202099114383,16804.873046875,7903.953125,41.0655216524519,NA,461.479206876642,500.646179976631,NA,236.915583504242,NA,NA,NA,NA,63.9024661797179,NA,NA,NA,108.034620929864,451.416776163852,2.70023320522948,NA,475.292461485897,NA,494.834650215459,144.277004656917,NA,27086.8255208333,17456.2200520833,23868.53125,NA,NA,181.035333841415,727.458343505859,132.359446207682,104.81519093725,76.9380849202474,200.907689412435,210.475524902344,140.106903076172,235.645243326823,NA,1460.14664713542,1343.88110351563,1540.20670572917,410.630218505859,449.694417317708,458.242757161458,1329.30411783854,NA,NA,2019.30977376302,1364.90848795573,1276.90248616536,NA,NA,87.6258861475504
"Q15323",54777.2622070313,105336.53125,118591.692871094,NA,317.427327015626,NA,52.0380853610817,NA,NA,44748.9573669434,20.4090507779387,NA,NA,NA,NA,NA,NA,NA,NA,394.850237254095,180.576425291747,NA,6.31939112831783,446.738222393762,NA,NA,NA,NA,NA,32.0671683871102,NA,NA,NA,249.248229980469,NA,12.5267051074251,290.177644940087,NA,255.68414632241,4.97816809005076,229.503448486328,30.1126959915054,NA,NA,406.339463249771,43.4825301936149,NA,197.555297327257,41.4559759403482,348.017882217452,103.502471923828,1879.19124348958,2294.7705078125,NA,561.131306966146,623.385732014974,663.243570963542,234.106364363995,NA,155.715791772197,403.078776041667,379.192789713542,781.691813151042,NA,390.398115105168,NA,173.750307645375,NA,NA,407.820283376429,9396.646484375,8852.02412923177,13917.1139322917,3425.2353515625,319.953581089898,NA,3671.14925130208,3519.33341471354,3660.00903320313,NA,251.817449819515,NA,506.224719906402,348.625006391111,NA,78.8065439860026,82.3861389160156,76.6944020589193,118.206848144531,NA,212.703938802083,769.551076253255,537.224161783854,630.000498453776,93.680082879222,NA,NA,NA,63.1246236165365,NA
"Q8NI76",339102.264282227,259908.903320313,9042.02133178711,445.430959021681,NA,396.327143561326,274.582813652614,78.3967208862305,50.1328506469727,56.5676704911793,NA,364.897489268003,6.04244583346259,55782.7592773438,62.188071672112,290.39077763545,85789.1552734375,NA,210.188120809247,94837.4609375,458.01575782501,84.6842881981434,47367.9484863281,183.603549496367,310.437941896967,194.811383989882,NA,NA,NA,NA,NA,162.979336074916,137.349563515594,NA,1503.72839355469,NA,NA,5285.11376953125,NA,320.991721964986,192.870932916817,409.917201177941,133.777022632286,225.798315946825,252.443834598215,NA,405.610286098717,NA,163.508907103965,431.921236908704,NA,60140.4188232422,164571.772155762,63608.4859924316,97.7013244628906,NA,183.841400146484,2489.56127929688,8381.73516845703,4155.16456604004,3858.73095703125,1731.55801391602,1214.25369262695,631.958801269531,661.437316894531,1002.97442626953,461.614889540483,6397.96692276001,7542.06629562378,142.935060916257,NA,54.2206545573999,107.061827611187,NA,NA,43.9092179607211,62.887941832512,NA,446.360339430862,4039.36186218262,4043.61167907715,4845.8896484375,550.323486328125,404.639831542969,343.546325683594,344.703972679563,NA,149.642608642578,NA,50.5791294449352,124.90263538258,497.550101678016,1062.08276367188,NA,296.183715820313,297.661987304688,351.854614257813,NA,NA,186.445128476616
"A0A384MDQ7",23.7489645410245,117758.2578125,NA,2137.73779296875,6758.3427734375,2273.57958984375,NA,NA,74.613004645834,225.801875889878,263.028652310829,NA,NA,421.522094726563,NA,NA,NA,386.048787991141,NA,NA,NA,NA,1361.36962890625,NA,510.556595130295,204.960471450086,466.047167381995,NA,288.962353117365,256.686894840308,455.266656882703,127.467363951378,NA,NA,391.949314755338,83.4636905293073,NA,NA,NA,308.256299508193,NA,469.396102572078,NA,416.629267882437,NA,NA,NA,272.469988357816,NA,346.618999599063,277.446391664946,5965.85611979167,4670.02966308594,5854.57934570313,NA,NA,NA,730.943298339844,805.901184082031,513.765502929688,98.960459391276,92.1683044433594,163.519317626953,100.609771728516,180.198994954427,128.615244547526,468.719894323842,32.5327962239583,181.995488484701,424.269009273272,2453.31971740723,2112.52697753906,1829.51661682129,82.6604988763406,NA,508.215302093921,2813.06011962891,2412.13925170898,2192.28784179688,2121.43260192871,1798.12115478516,2483.67301940918,1884.11685180664,387.103591918945,880.606491088867,847.673828125,691.08349609375,698.950378417969,93.5763397216797,346.760783120607,NA,NA,NA,NA,2515.91641235352,2619.7406463623,1862.18566894531,NA,26.9003486633301,NA
"Q9HC84",27.2654351412418,NA,426.592815322333,140.133745297381,NA,NA,NA,76.9956410725911,73.5141855875651,323.895115063012,NA,442.722421703154,NA,51.8761970868589,NA,NA,248.852095679664,140.844329833984,NA,NA,NA,215.860468354876,NA,NA,107.295231347237,NA,NA,138.380276980681,NA,NA,NA,296.520700280039,59.7832227297426,70.7623054365909,277.126699096726,NA,51.314186220448,NA,NA,25.785916030659,NA,221.691007594729,247.090366455503,NA,NA,481.433773043665,NA,NA,312.367160057758,378.933048433383,195.669926961263,8391.13777669271,8855.17301432292,8139.30550130208,3466.58461507161,3583.27213541667,3667.56705729167,38478.4502360026,44657.2762451172,31573.4900716146,7278.669921875,5590.45768229167,5826.85546875,87.0018005371094,79.3883310953776,86.6623026529948,81.1837676919243,267.190470377604,173.729904174805,71.6945444742839,113.179686992685,NA,NA,313.041040757981,115.630591177941,NA,491.878208338278,6406.640625,5914.3369140625,8.19299248576089,362.98135472998,NA,10.9798323341567,NA,NA,334.331756591797,535.6572265625,NA,364.125457763672,6.81023205856647,491.947479248047,6.64529287139294,NA,NA,NA,NA,312.642655839169,NA,282.493657626395,NA
"A0A024R6I7",3896.79667154948,13212.1670735677,12589.249593099,1285.40576171875,9812.02840169271,6242.115234375,82.0152384440104,26.6786626180013,550.532348632813,53.0402170817057,NA,NA,310.206179256542,NA,NA,476.570393420324,NA,25.6321281850775,13.6137188026299,422.432459159282,222.388748445658,NA,128.010134302858,330.127408671773,NA,NA,105.412644749197,NA,518.232142903993,385.578997379951,416.178712340065,NA,NA,1639.69409179688,2413.85302734375,1895.13488769531,6685.47802734375,6611.44970703125,3330.30810546875,464.139921022719,NA,421.25378010734,227.203933592613,294.122460257278,244.616562208892,53.1468292923978,417.424867168668,496.545558847158,96.8522242657108,NA,8727.65948486328,551035.58203125,823159.79296875,759327.759765625,295.544210139315,NA,NA,85128.947265625,96819.1994628906,84353.84375,80430.87890625,81306.2932128906,73801.4461669922,92883.8359375,92273.15625,96008.033203125,114061.023681641,33810.9775390625,43270.73828125,421.313499450684,11837.2421875,NA,11875.421875,139.915201822917,116.983357747396,104.490702311198,15825.591796875,16775.173828125,16075.7881673177,517.591035343297,184.354106758928,NA,NA,20.1049706446619,NA,337.708211263021,323.466878255208,264.038370768229,305.466725667318,237.615219116211,320.33437093099,NA,172.724975585938,295.495036088593,184.953660108257,108.719171293169,NA,NA,2453.46110026042,367.702177362593
"Q9UHV7",18047.1025390625,12426.8854166667,18173.4537760417,4629.634765625,301.896851123654,NA,NA,312.432529761698,296.075968569716,161.481131831984,NA,NA,NA,337.354052648903,NA,401.959969506282,NA,131.310052774395,374.063408683766,128.232318923455,28.5956938211574,353.042408112267,125.188711026709,11.9208731150333,NA,NA,NA,NA,NA,NA,13342.984375,8998.416015625,9964.8857421875,4355.00244140625,2780.66918945313,4086.23828125,489.105859388457,482.034102403698,NA,NA,88.2434800514035,NA,45.1005942034017,256.148665942614,289.002175827618,NA,432.091581666386,NA,24678.51953125,16163.126953125,NA,978.985473632813,684.587524414063,809.113891601563,NA,54.1464459317867,NA,NA,NA,NA,NA,378.407771967627,NA,NA,378.559906615108,NA,492.089100865498,98.1111297607422,204.627868652344,NA,10060.966796875,7493.60546875,8424.6904296875,NA,NA,327.276742306038,NA,855.293029785156,NA,350.7441818546,463.875963256979,330.915729287422,363.069235521726,NA,NA,NA,460.947038656434,NA,NA,104.626305550773,214.948071591067,NA,165.276834731779,37.0060708438367,269.615919502228,NA,NA,174.484261159256,NA,502.256658276043
"Q9NS89",69973.921875,41152.0078125,69013.2578125,490.887512207031,289.676849365234,442.801486931004,285.704833852008,18.509749572548,377.546391372277,189.311347975165,418.419127131548,NA,NA,NA,NA,NA,122.771444702826,169.792969655137,NA,NA,32.8934060572822,NA,NA,NA,NA,NA,1.54926724796907,NA,NA,NA,508.258319978629,165.298774340709,325.108718590456,NA,NA,508.518818372883,409.782715327864,NA,NA,459.116866546828,268.797521573383,NA,501.498050447038,NA,NA,NA,478.359812744464,463.720665627628,171.133654980435,122.960682271329,NA,22.8791982616951,NA,NA,NA,NA,3.83240268737029,256.158390765464,401.111342257155,426.129595628981,NA,52.9344431559245,45.4202233546516,658.574178059896,680.162027994792,751.44032796224,23.7650565970558,202.060119628906,53.1256764729818,NA,450327.53125,411757.53125,382118.71875,12464.4747924805,7316.33972167969,19647.6360473633,16724.73046875,14783.998046875,12333.9599609375,147243.5625,133877.40625,151097.03125,70754.3515625,61155.8359375,51188.8984375,95429.140625,98995.0390625,95069.6640625,191737.0625,188039.28125,181851.890625,NA,7804.13427734375,18447.3046875,460883.5,389803.625,409042.71875,481339.625,62622.47265625,31455.23828125
"P15515",1059603.11981201,861133.645507813,968917.277984619,9861.76733398438,9174.06030273438,6168.7568359375,NA,NA,101.478561401367,NA,NA,NA,NA,NA,NA,507.122748006635,NA,NA,NA,NA,NA,NA,390.154458273229,424.522023375893,476.117008682345,258.228809834647,358.773777613641,360.754849797242,NA,330.662439853493,374.54909250732,NA,361.520413765866,199.558624389266,NA,435.381087894486,220.397532693567,NA,NA,NA,NA,NA,NA,102.172369574477,264.714235908235,NA,422.508371450317,NA,8.52738181565607,NA,NA,7362.0947265625,8744.9375,8232.76708984375,18.9023468457121,300.227005100783,NA,456.765299479167,653.213745117188,518.336222330729,NA,484.421585867605,87.049794514974,288.294070659054,308.634719699962,135.628281247353,230.218292348535,470.028363707568,39.4655303955078,122.73464457194,91242.484375,133314.138590495,107952.176432292,17218.5944010417,4912.07584635417,4923.837890625,46769.6279296875,40895.2848307292,28953.2579752604,156.578887939453,109.844716389974,111.327850341797,NA,168.211092045932,366.060032573979,506.101298014323,595.210266113281,505.596415201823,540.741790771484,347.841512044271,303.589864095052,413.436462402344,480.162236531576,238.694966634115,183.511880629911,NA,497.022490402762,454.848449707031,1703.10452779134,87.797373453776
"P07108",4214.80242919922,974.505249023438,715.530395507813,NA,NA,19.1624128185301,69.4479973347726,492.775098321752,NA,407.939269586631,190.710902038873,NA,NA,NA,138.047813275601,46.7869910871353,NA,14.3568981543134,NA,NA,167.618690049146,241.230528454678,212.402747404713,383.752471625071,167.269401725216,NA,NA,8.19257712881508,178.572663387807,NA,468.282988800074,NA,195.602555222519,NA,313.300213205061,NA,NA,NA,NA,107.747637237028,NA,NA,NA,99.5007273774744,473.688934243065,47.7655633376776,NA,493.645386338784,NA,331.117743801974,31.8504608626495,169112.834309896,212680.654296875,230225.083902995,128.383239746094,NA,NA,233.009710200191,1039.53149414063,753.477071126302,72.9390004475911,117.914489746094,193.270680745443,94.8929908774221,NA,398.753288381975,NA,NA,512.01607956153,97.2644770476779,6512.63375854492,299.428253173828,261.320251464844,NA,15.2084761078975,137.419217374699,20112.0633544922,16804.7862548828,13726.9598236084,NA,407.459963646435,NA,321.808382583528,NA,218.078537257338,241.224639269264,NA,110.449005126953,NA,NA,97.2642974853516,NA,NA,51.2490043640137,NA,240.650755753744,NA,74.8149592531344,NA,39.7121429443359
"B7Z1K5",57.7502629994739,NA,NA,NA,449.940393530719,NA,204.105265537537,143.836808712216,NA,101.889586166653,376.902764560361,489.963305590173,468.019169365625,64.8679557756899,NA,302.683695600414,212.537555906776,NA,NA,331.05836675961,NA,214.038213442437,338.794306731285,NA,NA,NA,NA,NA,478.888365713307,NA,NA,460.52394822903,304.240031177947,6685.39526367188,6026.30053710938,6737.4404296875,456.633900121434,467.218772295186,1718.72717285156,NA,334.860927163851,12.3416065854097,8049.6796875,6182.34765625,6655.89453125,408.537113824424,85.5157822153057,505.068652513833,NA,354.043479953263,NA,494.815203595376,NA,139.927456430669,117.33661053072,470.630875870011,NA,NA,182.527872915747,NA,336.448123205744,NA,359.897996616807,NA,NA,301.865750546188,69.4609750608836,396.017805507738,NA,78.1672617594401,104556.495279948,120982.068033854,109098.53125,15.0001198963871,341.45019804103,480.803746993279,3142.38108317057,1625.69401041667,3806.56201171875,409.61269124349,361.344950358073,240.190836588542,825.452178955078,656.762898763021,432.237386067708,9621.517578125,10025.3600260417,8161.39713541667,45210.2072957357,39509.9903564453,37996.0344034831,220.444902991399,385.494953919989,NA,314.539922981568,1.34041193038513,NA,NA,49.2845393006915,30.7361450195313
"A0A087WW69",36.7810520656183,NA,NA,NA,NA,300.197131109169,114.167709350586,274.087908348149,120.436096191406,152.494216918945,NA,34.7411395844231,NA,488.711343388889,381.663266246848,108.029064199442,8.24860771578681,6103.43701171875,9574.7734375,371.739418071959,NA,NA,NA,379.565522693459,292.121643066406,NA,454.479873765492,171.61213178006,NA,48.3967749465255,NA,26.6121286487076,260.452139198941,250.860961560432,317.972782785308,102.234264536789,NA,45.366530118698,NA,383.166857301451,NA,164.51878337458,370.35595267559,137.281247464087,NA,NA,106.533683463954,5.40111231955563,NA,NA,112.052419026693,NA,292.689216533604,365.182476052446,NA,252.444230954275,98.3996354780968,412.57596162146,217.838541061046,412.500205694404,NA,NA,228.683082246432,153.611968994141,171.735860188802,181.741048177083,NA,550.402058919271,976.116373697917,NA,10715.3502604167,351.150976662342,NA,208.816955566406,232.256638890476,234.412414550781,NA,NA,202.019067503355,269.296590169271,106.773946126302,NA,NA,NA,113.684977213542,NA,91.06591796875,102.004536946615,485.114624023438,381.606974283854,375.907094319661,1626.55501302083,100.706715901693,131.887135823568,262.307902018229,NA,249.185526529948,NA,NA,143.214912257436
"P02790",266970.700317383,301578.429321289,223521.41027832,136098.777832031,33255.3515625,114364.690429688,3078.78759765625,379.590637207031,661.784118652344,11626.1704101563,NA,NA,283.756717555306,NA,357.735522612212,NA,NA,NA,442.782411493834,61.8343772000684,121.936186089756,NA,NA,129.994540113229,102.734672546387,364.954922652865,NA,360.902868029864,NA,489.452022732288,NA,NA,NA,6.82238003898386,NA,371.882120413413,125286.75,91035.1171875,507.128457228244,NA,NA,71.7154000406286,NA,152.123691231689,87.0293453463261,351.401557441316,NA,127.278110044534,47.122632781155,NA,60.6317253233763,4423.02067057292,4739.87719726563,4444.04569498698,NA,NA,40.8089109362782,379.857096354167,176.183875156059,NA,124.003641764323,125.521250406901,108.676137288411,217.304729203693,109.560634482155,68.7051340738932,239.588419596354,NA,282.752370784545,630.127502441406,462.125581555532,NA,NA,506.345421158352,52.7128323564731,NA,187.213080747678,NA,NA,53.6432872233949,NA,NA,429.049086471202,NA,NA,NA,208.598476678689,124.220678216617,NA,23.0282798177802,NA,NA,NA,223.92702725135,NA,373.997475851658,294.301566601817,NA,256.818766434736,NA
"H0Y720",8311.63598632813,46627.3786621094,9946.39526367188,13454.2691650391,18216.482421875,5291.2763671875,1693.81851196289,392.735295841524,242.531094317032,1266.30270385742,1320.50317382813,1128.60864257813,1423.98583984375,479.821728441924,43.0561998125987,301.666676327964,NA,NA,116.162819184376,NA,260.16798058687,NA,110.965175491757,448.337798299495,303.254961229542,198.312113021747,141.821232977196,2671.24926757813,NA,NA,NA,NA,374.934490018041,128.983598098656,NA,402.976979096752,NA,NA,315.407018849764,NA,NA,154.414577096152,NA,68.0352230113525,NA,98064.28125,112278.8828125,98161.640625,NA,NA,NA,617.925821940104,865.675048828125,1414.15787760417,178.232266752341,6.76141841955291,NA,610.928100585938,537.678385416667,1228.00553385417,NA,NA,NA,83.2163543701172,372.169382826251,74.1873118082682,133.730753580729,81.5029856363932,NA,NA,NA,40.1776019025056,309.854635394326,NA,102.309054565306,NA,557.656860351563,894.656260172526,742.863810221354,1727.03828938802,1170.72806803385,1009.96838378906,NA,NA,NA,486.090268116469,NA,NA,255.648198824686,236.052816328319,NA,359.562164913928,34.5385136528283,NA,599.169270833333,453.571329752604,712.618815104167,249.800554551635,180.579214307136,421.789114819136
"P28325",NA,10650.572265625,358.674239959917,NA,NA,NA,NA,NA,109.613181129616,239.985428961905,NA,187.093997475626,NA,NA,NA,NA,401.921068399508,NA,92.5303422975666,NA,NA,NA,45.3142439165009,NA,372.001090648348,504.151306152344,1108.62841796875,903.704040527344,NA,NA,65.7845165170854,NA,380.651381933563,183.528475543783,447.156080679126,NA,219.929639266376,NA,NA,NA,NA,NA,37.4183302821651,NA,NA,363.996659202732,176.792022705078,11031.5361328125,NA,NA,NA,302110.53125,362246.5,330287.375,335.519257635854,214.33276275554,324.529839778335,927933.773971558,833336.402999878,747544.500335693,NA,NA,219.149906809115,281.424163818359,227.941971812869,534.145690917969,49183.1663513184,457.790511157185,250.554061889648,9115.994140625,157624.229064941,180348.680389404,185248.420028687,NA,422.911556815881,NA,3555.0498046875,7990.60467529297,8737.4140625,10432.2361450195,12921.1557312012,6219.22790527344,6989.1279296875,5758.74340820313,5600.92453765869,655.23828125,622.703979492188,523.817687988281,641.217712402344,420.428344726563,473.635650634766,475.458658725358,111.185470581055,138.861877441406,8509.71166992188,7768.8095703125,7933.02026367188,354.566097868312,70.3961791992188,273.428833007813
"O75629",43130.8072916667,75836.7083333333,58445.490234375,NA,NA,369.715597888845,334.350373117018,1500.20524088542,178.256612141927,NA,476.989421046833,NA,15.4229191382402,NA,390.407703654149,NA,309.818199561732,12.6752846528426,123.295318128643,NA,NA,NA,435.998814562491,143.479838463234,260.99737022566,58.8734776182307,4516.4404296875,3249.64501953125,NA,NA,150.487648390001,NA,NA,22.4858868214747,NA,168.573865431729,20.4171476968622,427.166848908544,NA,132.969909051235,NA,28.7792202316558,475.697153609613,250.484583177238,85.5755197904039,169.831667198279,NA,NA,429.559156055956,112.003779649592,494.723815917969,1337.76489257813,1546.40625,NA,27.4667901919253,479.077141572385,94.9325858190941,6880.796875,4104.73999023438,503.607644259957,263.183029174805,92.4489593505859,NA,57.8767738025514,318.922061478943,NA,363.173314024111,116.274135693026,NA,486.817447996056,6288.72151692708,5854.12158203125,6718.50073242188,473.360659325645,496.36217306742,45.1120391510399,1212.39367675781,1352.90743001302,789.399169921875,6.66771077013998,274.116595571053,NA,NA,NA,NA,335.399810805449,NA,132.005326777822,240.017963924721,NA,76.4583587646484,NA,NA,86.6383768717448,NA,NA,NA,NA,NA,481.878021744206
"B4E1S8",NA,3263.56119791667,2234.82861328125,440.651982422838,NA,NA,NA,NA,18891.1482340495,494.262939941395,3022.32421875,3040.63500976563,30317.91796875,93.9251366998628,344.286589416347,NA,NA,NA,435.017847595199,NA,NA,NA,NA,NA,NA,447.252182077091,NA,304.043078886684,NA,NA,39.8116337053281,NA,406.106126440409,NA,509.140618855035,517.041508058938,6798.53173828125,4923.525390625,2913.21337890625,NA,11.94175218407,NA,387.903626034246,1.14769841000519,148.097278001681,302.361458849877,NA,450.826349412029,NA,257.009933016747,NA,NA,96.0891064493562,156.956760811239,NA,NA,243.167631256978,242.690535349763,NA,1769.12255859375,NA,337.070746535179,NA,158.154385803869,NA,410.119979237648,NA,NA,466.526787623469,261.723004135076,224550.92578125,202070.057820638,201140.215494792,4566.04541015625,2657.03401692708,NA,19242.6161295573,19350.1072998047,16426.2711486816,1378.29768880208,1603.94953918457,2194.52022298177,NA,NA,43.3230544267807,438.466619249116,73.4496154785156,90.2942504882813,34.1215983923247,249.027005127883,386.428507486979,196.183847752277,370.182849884855,265.770955403646,5153.88280232747,4941.74105834961,4737.50681559245,213.045104980469,331.411006500947,176.092841548521
"A0A384NYT8",NA,476.492391031837,NA,347.806724888077,NA,NA,NA,NA,NA,82.0700417473051,220.423156780021,NA,NA,4957.48095703125,125.492764050441,251.854314926901,5363.97021484375,NA,NA,148.035506605641,137.080778314582,NA,NA,NA,136.86210450099,412.653119983332,368.768943132839,210.141173371896,509.130463789194,128.371402987925,NA,NA,NA,NA,273.982112988644,174.769783478223,NA,3.30831504774432,6523.41015625,160.547378540039,428.827840518574,NA,182.691035217525,NA,NA,NA,NA,NA,502.079597249798,268.940959987374,492.604055130232,905.826416015625,853.091878255208,537.265380859375,NA,340.35144857571,NA,328.351806640625,1025.47477213542,236.994344075521,NA,NA,NA,436.039412920375,NA,330.742569736079,184.973429361979,259.932095238299,NA,NA,245345.396484375,222775.72265625,207507.453125,427.337493896484,517.688659667969,10368.6275939941,26109.416015625,23072.240234375,20780.62109375,76320.7629394531,69343.5607910156,77776.6435546875,38714.1596679688,33675.783203125,27888.5515136719,47714.5703125,49497.51953125,47534.83203125,95868.53125,94019.640625,90925.9453125,895.4423828125,4388.64653778076,10357.1815338135,240287.744445801,203422.814727783,212694.378707886,267509.719116211,33822.1103515625,17989.6066894531
"B6ZGT6",14759.416015625,10508.4540608724,7542.78971354167,1812.74202473958,2023.29345703125,2021.32845052083,293.318628020304,NA,251.532195691397,358.215998256627,142.110214233398,237.294645006168,NA,129.687510485743,437.900096579983,NA,315.4956824296,330.638850314131,232.005651226288,NA,204.207378840014,282.160376399121,NA,200.698269933357,288.573379083199,NA,4.04285129580259,43.6563320233122,167.823348999023,159.418640136719,8973.921875,4680.30810546875,7370.63427734375,NA,NA,NA,510.887611621401,450.135318173301,NA,507.857984866978,NA,373.488126969297,NA,NA,38.3428998364652,1128.20336914063,572.269470214844,511.306701660156,376.697637047161,205.198442418192,NA,13796.4015299479,15200.0512695313,15598.0001627604,80.8458251953125,279.249811808268,162.434972127279,9770.77880859375,10348.6723632813,7896.35262044271,520.80908203125,353.617350260417,404.1533203125,212.809427897135,128.346832275391,201.639912923177,127.71430460612,40.0558859790424,NA,183.800170898438,NA,102.671187004022,11347.1904296875,304.512420654297,NA,310.748016357422,7904.74389648438,7583.65844726563,5199.18249511719,NA,482.811448494916,NA,210.127056076728,NA,390.087981071791,343.688897790764,NA,NA,508.338409423828,539.814208984375,454.688339233398,NA,362.599487304688,383.823509216309,140.699417114258,112.503860473633,155.951965332031,NA,389.972019391144,NA
"A0A0X9UWL5",8113682.91516113,448695.5519104,422543.980834961,42907.09765625,39942.47265625,34219.49609375,5987.67481231689,NA,NA,8928.7744140625,NA,NA,NA,1516.72912597656,439.469966718507,NA,516.987457557919,451.35315284707,NA,240.42234816147,NA,NA,668.667419433594,41.7515937809779,NA,157.963162582274,NA,486.875730611596,NA,NA,346.733115168157,514.046508789063,255.688217163086,187.377672472791,1415.1162109375,2046.87628173828,88048.046875,74441.046875,124038.359375,NA,NA,NA,NA,423.265530007927,NA,310.180586999599,NA,24.7722812153738,NA,NA,NA,6465.22403971354,8571.60441080729,5430.61767578125,469.484976977031,NA,NA,5033.81276448568,3364.75500488281,2443.40684000651,82.4391011586754,NA,225.914319017936,81.4840850830078,86.554697672526,98.4489122788329,104.870498764408,472.582817077637,529.964813232422,NA,NA,737.320882161458,NA,NA,73.3864035442191,292.167864295403,137.775166829427,188.341959635417,100.955169677734,NA,NA,NA,NA,99.8068345543076,93.8348083496094,315.798675537109,291.502644856771,488.322957356771,665.188557942708,709.980509440104,700.87890625,301.383794163943,149.635986328125,332.00826304255,NA,NA,NA,98.6195170084635,NA,127.621164957682
"Q53HQ7",NA,439.586778719055,36.7537084595011,36110.4138997396,24574.5866699219,35329.728108724,NA,45.7374128889685,NA,15.9525994526397,56.0230205042903,509.064128549789,3.36515178058319,NA,NA,NA,281.465942307467,NA,84.4929498820104,NA,NA,NA,NA,NA,45.3515846511587,313.794796341639,NA,NA,NA,NA,418.155527357022,NA,76.3993907266374,NA,503.88647729888,NA,11778.4736328125,8747.5185546875,14984.103515625,NA,NA,307.345508379757,NA,NA,NA,249.587162621255,NA,NA,NA,NA,NA,207.86332804539,NA,406.4469124125,443.080949056584,NA,112.382606968625,NA,309.825859339255,NA,NA,NA,NA,NA,NA,393.645565595332,444.868913179117,NA,NA,NA,22634.1927083333,20539.4375,20513.75390625,NA,NA,NA,NA,634.258422851563,604.140502929688,46.4095233601569,288.418314615885,231.714497884115,NA,NA,NA,NA,23.3771276116162,99.8353373209635,2053.64791870117,1253.19274902344,1336.39656575521,73.9539896647135,48.0142211914063,62.9754435221354,145.133575439453,140.513264973958,205.24159749349,196.870597839355,NA,63.1806002549028
"A0A0S2Z487",262982.863372803,212027.4765625,168949.524780273,45722.5925598145,28505.282409668,24183.375,NA,685.953735351563,1071.18902587891,NA,88327.9296875,78852.1484375,91551.1328125,NA,436.150093443958,NA,NA,NA,3.3949665910933,386.16472885553,NA,NA,NA,150.172322273777,NA,886840.1875,888729.5625,983336.125,NA,NA,930.031127929688,742.918273925781,476.181610107422,NA,337.172436130002,50.0832669557135,21585.435546875,15531.576171875,26102.822265625,NA,NA,NA,458.826170419752,NA,NA,372.019020949324,469.228465138078,NA,457.80600801349,NA,370.335144890131,119920.671630859,115195.704345703,100062.390625,514.591408688277,NA,NA,11786.6497802734,7213.16497802734,8166.64288330078,2922.05044555664,3612.83671569824,3023.12864685059,NA,NA,162.638985065781,NA,1130.14501953125,32773.6504516602,NA,684922.160909017,622102.158854167,570170.503417969,NA,237.436783493307,439.037622738633,7921.95487467448,16539.4108072917,3815.43420410156,104.151763916016,88.9224650065104,119.687072753906,457.906819661458,NA,974.060323079427,412.898836172436,310.146624186769,166.578110767373,168.957090548168,NA,NA,NA,234.314463297526,392.121841430664,110.301523844401,NA,102.27783203125,330.148081272584,363.40933939832,144.413757324219
"Q9H7L9",7413.4224802653,NA,NA,NA,315.114606591717,NA,60.2606848578551,205.370227370413,2383.96246337891,118.914044595164,234.622272424793,NA,NA,178.505144768386,480.692386431619,223.139166892829,NA,345.002093312046,NA,494.457091235818,402.547708903507,NA,514.762181389479,501.350082318663,315.000041657722,218.37255188309,352.23447059471,516.369796122255,NA,NA,NA,NA,NA,NA,NA,160.737886400787,160.372251505774,349.701062626375,178.262556584999,NA,NA,311.585931855598,NA,439.844856739312,NA,9022.984375,8555.62890625,18971.39453125,NA,NA,200.123080802823,NA,151.036633846549,NA,NA,23.7956768272845,455.403351918586,4258.50358072917,3454.67091878255,126.540114546014,NA,511.575493312006,321.697598946857,6438.12239583333,7494.38346354167,7965.81640625,254.055298644225,NA,285.452528107256,298.199438475473,55853.1217447917,56489.4319254557,46628.2187805176,485.660522460938,541.952168782552,570.168741861979,3289.029296875,1897637.74609375,1884220.90494792,323.071838378906,303.270711263021,224.000305175781,NA,305.937781998706,454.934562424138,147.947190245816,NA,153.376332600911,NA,115.682691849194,110.067932128906,NA,55.9771474202474,143.670008341471,NA,400.634279268672,NA,NA,448.065904940825,115.356964111328
